"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.492250000E0,2.197916667E0,2.766020833E0,3.227687500E0,3.604625000E0,3.915354167E0
