"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
2.138375000E0,2.844354167E0,3.417979167E0,3.886375000E0,4.269395833E0,4.584937500E0
