"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.794729167E0,2.480229167E0,2.995166667E0,3.391645833E0,3.712229167E0,0.000000000E0
