"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.733604167E0,2.448333333E0,3.022895833E0,3.489645833E0,3.871875000E0,4.187062500E0
