"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.671708333E0,2.394833333E0,2.948229167E0,3.380916667E0,3.726729167E0,4.491750000E0
