"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
2.309229167E0,3.018604167E0,3.566312500E0,3.990062500E0,4.322875000E0,0.000000000E0
