"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.641020833E0,2.341437500E0,2.906812500E0,3.366437500E0,3.743291667E0,4.054604167E0
