"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.863104167E0,2.572458333E0,3.143395833E0,3.607875000E0,3.989041667E0,4.303354167E0
