"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.644395833E0,2.327395833E0,2.826916667E0,3.220770833E0,3.535479167E0,3.791312500E0
