"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.999166667E0,2.701750000E0,3.267625000E0,3.725312500E0,4.099979167E0,4.408708333E0
