"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
2.173750000E0,2.876916667E0,3.422645833E0,3.850395833E0,4.177791667E0,5.092770833E0
