"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.565437500E0,2.266500000E0,2.831416667E0,3.290395833E0,3.665791667E0,3.974645833E0
