"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.869291667E0,2.572375000E0,3.142729167E0,3.607062500E0,3.986291667E0,4.298625000E0
