"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
6.113437500E0,6.811083333E0,7.373166667E0,7.830437500E0,8.205562500E0,8.515520833E0
