"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.564083333E0,2.280020833E0,2.824000000E0,3.235000000E0,3.564729167E0,4.571291667E0
