"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
2.389562500E0,3.076729167E0,3.631458333E0,4.082062500E0,4.451395833E0,4.755791667E0
