"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.920020833E0,2.623541667E0,3.190041667E0,3.649875000E0,4.025770833E0,4.335333333E0
