"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
3.284604167E0,3.981312500E0,4.509437500E0,4.921166667E0,6.167645833E0,0.000000000E0
