"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
2.026395833E0,2.730187500E0,3.255562500E0,3.660208333E0,0.000000000E0,0.000000000E0
