"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
2.273520833E0,2.994875000E0,3.537958333E0,3.947958333E0,0.000000000E0,0.000000000E0
