"Start (s)","Stop 1 (s)","Stop 2 (s)","Stop 3 (s)","Stop 4 (s)","Stop 5 (s)"
1.631666667E0,2.331375000E0,2.895000000E0,3.352229167E0,3.726395833E0,4.034479167E0
